event_id,customer_id,timestamp,event_type,device_id,ip_country,is_new_device,is_new_geo,failed_login_count
EVT096b7724-5,CUST00520,2026-06-23 17:25:40,login,DEV1d181ee9,IN,False,False,0
EVTe39836bb-e,CUST00064,2026-06-23 17:35:06,otp_request,DEVce88cb2d,IN,False,False,1
EVTff4c96d6-7,CUST00029,2026-06-23 17:39:38,login,DEV451b4cf3,IN,False,False,0
EVTa0ee404f-9,CUST00319,2026-06-23 17:45:57,otp_request,DEV0ba6eab9,IN,False,False,0
EVTbb63721d-1,CUST00498,2026-06-23 17:50:59,login,DEV71d79665,IN,False,False,0
EVTc4b27b21-b,CUST00535,2026-06-23 17:51:03,login,DEV816bcb9f,IN,False,False,0
EVT7ee667de-d,CUST00480,2026-06-23 17:57:10,login,DEV618ae305,IN,False,False,0
EVTf8cbab4c-9,CUST00129,2026-06-23 18:12:10,login,DEV5958a499,IN,False,False,0
EVT4e7674e9-c,CUST00400,2026-06-23 18:14:10,login,DEVd664d264,IN,False,False,0
EVT1eece891-5,CUST00376,2026-06-23 18:15:05,login,DEVd32e6dcd,IN,False,False,0
EVT7b874b4a-c,CUST00292,2026-06-23 18:20:45,login,DEVc01f36bf,IN,False,False,0
EVT24aa5685-7,CUST00173,2026-06-23 18:35:26,login,DEV59e4b671,IN,False,False,0
EVTd91738f8-0,CUST00251,2026-06-23 18:51:40,login,DEVa9ba5a27,IN,False,False,1
EVT7f843004-c,CUST00466,2026-06-23 18:52:01,login,DEVc958e75e,IN,False,False,0
EVT37c6bc5d-1,CUST00418,2026-06-23 19:33:33,login,DEV1327f1bc,IN,False,False,0
EVT481186e9-1,CUST00217,2026-06-23 19:37:50,login,DEV8eb22579,IN,False,False,0
EVT9df034d3-9,CUST00307,2026-06-23 19:40:10,login,DEVff233d5f,IN,False,False,0
EVT65022273-a,CUST00024,2026-06-23 19:52:08,login,DEV1f1d1b20,IN,True,False,0
EVTa7939a2e-3,CUST00192,2026-06-23 19:57:44,login,DEV8dedf9fb,IN,False,False,0
EVTb3da5808-7,CUST00285,2026-06-23 20:04:47,session_start,DEV2d174fc9,IN,False,False,0
EVT93e0f235-4,CUST00239,2026-06-23 20:21:49,otp_request,DEV9360715f,IN,False,False,0
EVTf6ff3521-c,CUST00159,2026-06-23 20:25:48,login,DEV3c9ad14c,IN,False,False,0
EVTe9aa144b-9,CUST00079,2026-06-23 21:12:55,login,DEV01d74256,IN,False,False,0
EVT87beb021-f,CUST00363,2026-06-23 21:33:10,login,DEV9384ec2b,IN,False,False,0
EVT901bcdef-b,CUST00042,2026-06-23 22:01:51,password_reset,DEVff50bde4,IN,False,False,0
EVTc09cb506-4,CUST00011,2026-06-23 22:04:14,login,DEV371ecd7b,IN,False,False,0
EVT28de68ab-a,CUST00439,2026-06-23 22:15:42,login,DEV352b6689,IN,True,False,0
EVT5fa8c28a-c,CUST00287,2026-06-23 22:21:31,login,DEVa830b0ba,IN,True,False,0
EVTb5103e9c-8,CUST00315,2026-06-23 22:24:21,login,DEV98c7472a,IN,False,False,0
EVTfe7c80e9-a,CUST00140,2026-06-23 22:46:06,login,DEVafffcfd2,IN,False,False,0
EVTd7b73862-b,CUST00557,2026-06-23 22:49:21,login,DEV8e676a01,IN,False,False,0
EVT147f0413-b,CUST00354,2026-06-23 23:08:13,login,DEV77fc9703,IN,False,False,0
EVT011bb348-8,CUST00422,2026-06-23 23:19:40,password_reset,DEV889b78d5,IN,False,False,0
EVTb8f0188e-f,CUST00075,2026-06-23 23:23:21,login,DEV5f987c71,IN,False,False,0
EVT77ed78d9-a,CUST00483,2026-06-23 23:30:49,login,DEVf1738856,IN,False,False,0
EVT6cb96a2c-d,CUST00427,2026-06-23 23:34:34,login,DEV3a3c8a71,IN,False,False,0
EVTa07eafb1-0,CUST00214,2026-06-23 23:35:23,password_reset,DEVe2add909,IN,False,False,0
EVT4c4b52aa-0,CUST00510,2026-06-23 23:35:53,session_start,DEVd0243d72,IN,False,False,0
EVT73dd3bc6-d,CUST00204,2026-06-23 23:40:49,login,DEV17e8392a,IN,False,False,0
EVT1db14bfc-6,CUST00123,2026-06-23 23:43:02,login,DEV21813d25,IN,False,False,0
EVTf2a45575-e,CUST00502,2026-06-23 23:44:03,login,DEV46a02a9b,IN,False,False,0
EVTacef45c4-d,CUST00204,2026-06-23 23:44:44,password_reset,DEV17e8392a,IN,False,False,1
EVTeb053fc4-1,CUST00080,2026-06-23 23:50:37,login,DEV0f1259e0,IN,False,False,0
EVTcb881c32-c,CUST00090,2026-06-24 00:01:56,session_start,DEVa748dbcf,IN,False,False,0
EVT7e7838c9-c,CUST00030,2026-06-24 00:04:03,otp_request,DEVb02b61c4,IN,False,False,1
EVTfdf48930-a,CUST00570,2026-06-24 00:04:10,login,DEV604e46cb,IN,False,False,0
EVT7279101c-9,CUST00346,2026-06-24 00:21:42,login,DEV43b9da13,IN,False,False,0
EVT9ceab67b-b,CUST00422,2026-06-24 00:34:43,login,DEV889b78d5,IN,False,False,0
EVT1bad52a8-a,CUST00180,2026-06-24 00:43:46,login,DEV6fb78271,IN,False,False,0
EVT3737cc38-1,CUST00409,2026-06-24 00:54:27,login,DEVe9d68f23,IN,False,False,0
EVT80cfb1db-1,CUST00245,2026-06-24 01:01:38,login,DEV45df16b6,IN,False,False,0
EVT2747b93c-9,CUST00027,2026-06-24 01:06:35,login,DEVa28defe3,IN,False,False,0
EVT3c64b7e5-5,CUST00422,2026-06-24 01:32:09,login,DEVa5c3a0a9,IN,True,False,0
EVTf82c6ad8-5,CUST00436,2026-06-24 01:52:40,login,DEV9c07a751,IN,False,False,0
EVTa888e7af-f,CUST00590,2026-06-24 02:06:55,login,DEV5aaab32f,IN,False,False,0
EVTf5c9f459-9,CUST00329,2026-06-24 02:50:01,login,DEVcfa701cd,IN,False,False,0
EVT462741ec-0,CUST00451,2026-06-24 02:55:27,login,DEV6553867d,IN,False,False,0
EVT1e5ebe54-5,CUST00061,2026-06-24 02:59:05,login,DEVeb2263dd,IN,False,False,0
EVT2eeaf8b3-f,CUST00271,2026-06-24 03:12:01,login,DEV00f899de,IN,True,False,0
EVT3aad5840-3,CUST00248,2026-06-24 03:16:45,login,DEVd72b6108,IN,False,False,0
EVTbcd4344f-c,CUST00105,2026-06-24 03:23:42,login,DEVc8fe3ccd,IN,False,False,0
EVT5bd93609-b,CUST00143,2026-06-24 03:30:24,password_reset,DEVa2607723,IN,False,False,0
EVT0eaf04b5-f,CUST00025,2026-06-24 03:47:18,login,DEVab9099a4,IN,False,False,1
EVT233e84ac-3,CUST00529,2026-06-24 03:47:46,login,DEVb65feea9,IN,False,False,0
EVT1723ecdb-b,CUST00164,2026-06-24 04:00:52,login,DEVbc2cbb0d,IN,False,False,0
EVTe0b4659a-0,CUST00234,2026-06-24 04:03:50,login,DEV6a34c854,IN,False,False,0
EVTb86d066b-1,CUST00149,2026-06-24 04:10:37,login,DEVb0e6a969,IN,False,False,0
EVT3d44cb2c-e,CUST00073,2026-06-24 04:31:26,login,DEVb09b2a5c,IN,False,False,0
EVTf3402dd3-4,CUST00308,2026-06-24 04:35:25,login,DEV5a104129,IN,False,False,0
EVTc355853e-b,CUST00420,2026-06-24 04:47:44,login,DEV65c17795,IN,False,False,0
EVT2bf23fc0-7,CUST00278,2026-06-24 04:48:41,login,DEV34460c61,IN,True,False,0
EVTd8d994b8-d,CUST00118,2026-06-24 04:57:09,login,DEV94340a03,IN,False,False,0
EVT19664504-6,CUST00339,2026-06-24 05:06:05,login,DEV0cdddf92,IN,True,False,0
EVT44296ca2-1,CUST00296,2026-06-24 05:12:58,login,DEV4223623b,IN,False,False,0
EVT8ece1128-5,CUST00040,2026-06-24 05:25:56,password_reset,DEVbf3c4c06,IN,False,False,0
EVT421becca-0,CUST00367,2026-06-24 05:30:27,login,DEVd0725b5c,IN,False,False,1
EVTb4f136fc-f,CUST00323,2026-06-24 05:42:32,login,DEV48ca7651,IN,False,False,0
EVTa60147c3-4,CUST00270,2026-06-24 05:58:34,login,DEV4fa03f26,IN,False,False,0
EVTf387e1bd-2,CUST00002,2026-06-24 06:00:59,login,DEVbd9c66b3,IN,False,False,0
EVTbaedb7ab-9,CUST00256,2026-06-24 06:01:15,login,DEV26a97770,IN,True,False,0
EVTe4aa786d-9,CUST00151,2026-06-24 06:03:48,session_start,DEV8d7248e2,IN,False,False,0
EVT667ae277-3,CUST00535,2026-06-24 06:08:00,login,DEV816bcb9f,IN,False,False,1
EVTa9c3640d-e,CUST00465,2026-06-24 06:17:47,login,DEV6a5e6920,IN,False,False,0
EVT17ec889c-8,CUST00008,2026-06-24 06:23:33,session_start,DEV47378190,IN,False,False,0
EVT9d3616a1-0,CUST00139,2026-06-24 06:23:52,otp_request,DEV35ebd32d,IN,False,False,0
EVTa203b5c1-5,CUST00238,2026-06-24 06:33:56,login,DEVaa68a301,IN,True,False,0
EVT0bc57207-3,CUST00127,2026-06-24 06:46:38,login,DEV19985f15,IN,False,False,0
EVT76733597-7,CUST00557,2026-06-24 07:20:01,password_reset,DEV8e676a01,IN,False,False,0
EVT10372a5c-b,CUST00279,2026-06-24 07:28:02,password_reset,DEV8861fe18,IN,False,False,0
EVT1ce62a9f-7,CUST00341,2026-06-24 07:30:11,device_registration,DEV2812859a,IN,False,False,0
EVT9ea56510-4,CUST00423,2026-06-24 07:49:41,login,DEV15f3f9e1,IN,True,False,0
EVT9a7fde23-a,CUST00469,2026-06-24 07:58:08,login,DEVe9ff1cae,IN,False,False,0
EVT0ac33b9c-3,CUST00337,2026-06-24 08:06:03,login,DEV50d8929c,UNKNOWN,True,True,3
EVT3be79df4-7,CUST00011,2026-06-24 08:13:05,login,DEV371ecd7b,IN,False,False,0
EVT74017bb3-c,CUST00384,2026-06-24 08:30:17,login,DEVa14923c2,IN,False,False,0
EVT286e3f0a-d,CUST00558,2026-06-24 09:26:23,login,DEV47503f1d,IN,False,False,0
EVT294a8a71-b,CUST00290,2026-06-24 09:33:00,login,DEV8b41bcd9,VN,True,True,4
EVT381487da-2,CUST00081,2026-06-24 09:51:51,login,DEV688cce17,IN,True,False,0
EVTf42323d9-1,CUST00570,2026-06-24 09:56:33,login,DEV604e46cb,IN,False,False,0
EVT26fb0b0c-a,CUST00442,2026-06-24 10:14:56,login,DEVaf7da5d4,IN,True,False,0
EVTd3f4a49b-3,CUST00049,2026-06-24 10:48:03,otp_request,DEVf143262f,IN,False,False,0
EVTc9e55c47-a,CUST00247,2026-06-24 10:52:43,login,DEVcc530e36,IN,False,False,0
EVT8f942977-b,CUST00464,2026-06-24 11:04:00,password_reset,DEVe8dd5e5a,IN,False,False,0
EVT2dc09158-7,CUST00239,2026-06-24 11:12:34,login,DEV9360715f,IN,False,False,1
EVT527a9f7b-d,CUST00589,2026-06-24 11:14:30,login,DEV8f0881ee,IN,False,False,0
EVT35c606b5-4,CUST00219,2026-06-24 11:29:11,otp_request,DEV76f2dbfe,IN,False,False,0
EVTc1b5b5ca-b,CUST00020,2026-06-24 11:48:58,login,DEVa9488d99,IN,False,False,0
EVT51397c06-a,CUST00146,2026-06-24 11:50:21,login,DEV295d6fbf,IN,False,False,0
EVT18a440bd-1,CUST00280,2026-06-24 12:14:08,login,DEV11a72609,IN,False,False,0
EVT05e71b68-0,CUST00367,2026-06-24 12:14:18,login,DEVd7561954,IN,True,False,0
EVTec1a86d3-5,CUST00329,2026-06-24 12:42:34,login,DEVcfa701cd,IN,False,False,0
EVT7b6c7129-c,CUST00236,2026-06-24 12:51:02,login,DEVd5385b0e,IN,False,False,0
EVT0e165b12-9,CUST00123,2026-06-24 12:52:01,password_reset,DEV21813d25,IN,False,False,0
EVT7249f62c-0,CUST00065,2026-06-24 13:18:50,session_start,DEV3da9c2a9,IN,False,False,0
EVT836b47c3-7,CUST00480,2026-06-24 13:22:06,login,DEV618ae305,IN,False,False,0
EVT67e54646-8,CUST00228,2026-06-24 13:22:57,login,DEV7c0e8cd8,IN,False,False,0
EVTb8943df8-c,CUST00372,2026-06-24 13:48:06,login,DEV668409e3,IN,False,False,0
EVT91b8ff07-e,CUST00556,2026-06-24 13:49:37,login,DEVd8e7012f,IN,False,False,0
EVT16718639-f,CUST00322,2026-06-24 14:18:40,login,DEV1a432f0a,IN,False,False,0
EVT2803feb5-d,CUST00432,2026-06-24 14:20:48,session_start,DEV0e5dd462,IN,False,False,0
EVT2294fa0a-8,CUST00289,2026-06-24 14:45:39,otp_request,DEV97ac6aa8,IN,False,False,0
EVTe645bb00-d,CUST00511,2026-06-24 14:53:56,login,DEVc63d04ee,IN,False,False,0
EVT627ca9f7-7,CUST00353,2026-06-24 15:01:44,otp_request,DEVebd34616,IN,False,False,0
EVTec8be537-5,CUST00049,2026-06-24 15:29:18,login,DEVf143262f,IN,False,False,0
EVTb69aca1e-9,CUST00529,2026-06-24 15:47:36,login,DEVb65feea9,IN,False,False,0
EVTfde91c42-0,CUST00112,2026-06-24 15:53:19,login,DEV7a0ecfea,IN,False,False,0
EVT2a329b37-5,CUST00574,2026-06-24 16:05:05,login,DEV60b97459,IN,True,False,0
EVTf80443ee-c,CUST00308,2026-06-24 16:26:23,login,DEV5a104129,IN,False,False,0
EVT92a54d04-f,CUST00147,2026-06-24 16:28:30,login,DEVb4a69f3c,IN,False,False,0
EVT89d8953b-8,CUST00337,2026-06-24 16:29:32,login,DEVb8cf3f6a,IN,True,False,0
EVT311f5d4a-c,CUST00583,2026-06-24 16:34:36,login,DEV0e0630cd,IN,False,False,0
EVT8be15610-b,CUST00314,2026-06-24 16:52:53,login,DEV96ef2ad6,IN,False,False,0
EVT40fea948-d,CUST00160,2026-06-24 17:11:22,login,DEVb5bef85b,IN,True,False,0
EVTabf2b369-5,CUST00444,2026-06-24 17:11:48,device_registration,DEV4c955f6a,IN,False,False,0
EVTbc2e2b59-2,CUST00207,2026-06-24 17:29:01,login,DEV0bd4a990,IN,False,False,0
EVT13106665-a,CUST00207,2026-06-24 17:34:42,login,DEV0bd4a990,IN,False,False,0
EVTf204be89-4,CUST00036,2026-06-24 17:42:17,login,DEV366eb16f,IN,False,False,0
EVTa7087280-3,CUST00305,2026-06-24 18:02:55,session_start,DEVa9f948b2,IN,False,False,0
EVT9ec5405d-c,CUST00279,2026-06-24 18:11:12,session_start,DEV8861fe18,IN,False,False,0
EVT2518ec09-e,CUST00448,2026-06-24 18:26:12,login,DEV61a11729,IN,False,False,0
EVT0097d5f0-f,CUST00039,2026-06-24 18:30:12,login,DEVf889c78a,BR,True,True,2
EVT850a48d4-4,CUST00158,2026-06-24 18:39:39,login,DEVbfddc3d9,IN,False,False,0
EVTc4bd338e-1,CUST00321,2026-06-24 18:39:40,login,DEVa34b6cf6,IN,False,False,0
EVTe83cdff9-7,CUST00374,2026-06-24 18:43:28,login,DEV409d3602,IN,False,False,0
EVTd5e4157d-2,CUST00410,2026-06-24 18:46:21,login,DEVfd08b32c,IN,False,False,0
EVTcd693dab-e,CUST00527,2026-06-24 18:52:03,session_start,DEVffa361be,IN,False,False,0
EVTcb53f0be-5,CUST00283,2026-06-24 19:02:02,login,DEV5cb85aed,IN,False,False,0
EVTc4502052-8,CUST00466,2026-06-24 19:05:43,otp_request,DEVc958e75e,IN,False,False,0
EVTd65e59dd-e,CUST00005,2026-06-24 19:23:27,login,DEV9a1de644,IN,False,False,0
EVTc81a5f0f-1,CUST00488,2026-06-24 19:32:59,login,DEV0986bbeb,IN,False,False,0
EVT073bca43-a,CUST00578,2026-06-24 20:07:50,otp_request,DEV372f871a,IN,False,False,0
EVT3f87dfc2-1,CUST00118,2026-06-24 21:02:44,login,DEV94340a03,IN,False,False,0
EVTbfb8abb9-a,CUST00266,2026-06-24 21:20:05,login,DEV770c7798,IN,False,False,0
EVT94047909-d,CUST00437,2026-06-24 21:26:45,login,DEVaee1e86b,IN,False,False,0
EVTd97e8d3c-0,CUST00224,2026-06-24 21:49:59,login,DEV722764e6,IN,False,False,0
EVTc7610e83-8,CUST00501,2026-06-24 22:02:14,login,DEVa5135ea0,IN,False,False,0
EVTa61f0b96-e,CUST00113,2026-06-24 22:08:27,login,DEV87f7e1fb,IN,False,False,0
EVT1a354475-8,CUST00337,2026-06-24 22:19:02,password_reset,DEVf5c9b047,IN,False,False,0
EVT7df37378-9,CUST00270,2026-06-24 22:23:21,login,DEV4fa03f26,IN,False,False,0
EVTa51e01ad-7,CUST00344,2026-06-24 22:29:09,password_reset,DEV48603b32,IN,False,False,0
EVT2ad55c0b-6,CUST00262,2026-06-24 22:34:14,login,DEV07f194f9,IN,False,False,0
EVT76e5ae78-7,CUST00035,2026-06-24 22:45:23,login,DEV9132b63e,IN,False,False,0
EVTb4157cea-0,CUST00143,2026-06-24 22:49:50,session_start,DEVa2607723,IN,False,False,0
EVT4c7f03bb-a,CUST00274,2026-06-24 22:57:38,password_reset,DEV9793b9b4,IN,False,False,0
EVTb3cbc1c4-4,CUST00212,2026-06-24 23:11:02,login,DEV759f52c9,IN,True,False,0
EVT15fa9483-f,CUST00093,2026-06-24 23:18:13,login,DEV310c0c00,IN,False,False,0
EVT0dfabe46-d,CUST00531,2026-06-24 23:21:51,login,DEV25f934bf,IN,False,False,0
EVT1be00f8e-0,CUST00320,2026-06-24 23:32:32,session_start,DEV4ac9778d,IN,False,False,0
EVT4d25d614-5,CUST00384,2026-06-24 23:38:27,login,DEV5905fd87,BR,True,True,3
EVTe214d458-f,CUST00396,2026-06-24 23:39:25,login,DEV11df12d7,IN,False,False,0
EVT2c56e0cd-a,CUST00165,2026-06-24 23:57:54,login,DEV28c13091,IN,False,False,0
EVTc5285425-c,CUST00134,2026-06-24 23:59:37,session_start,DEVaaf91531,IN,False,False,0
EVT16c8e3d7-a,CUST00183,2026-06-25 00:02:41,login,DEV6fa17735,IN,False,False,0
EVT8e4c3ab5-6,CUST00068,2026-06-25 00:06:43,login,DEV885f6e66,IN,False,False,0
EVT5f9cb7e0-6,CUST00386,2026-06-25 00:12:20,login,DEV03802b70,IN,False,False,0
EVTcb5d2b59-2,CUST00274,2026-06-25 00:17:58,login,DEV9793b9b4,IN,False,False,0
EVTeb3cc270-e,CUST00557,2026-06-25 00:18:30,session_start,DEV8e676a01,IN,False,False,0
EVT490ccf97-2,CUST00510,2026-06-25 00:21:18,login,DEVd0243d72,IN,False,False,0
EVT5f13e10b-f,CUST00272,2026-06-25 00:32:18,login,DEVe87466d7,IN,False,False,0
EVT0328c136-6,CUST00087,2026-06-25 00:38:07,login,DEV1825bc54,IN,False,False,0
EVTdcad8ec2-9,CUST00246,2026-06-25 00:38:32,login,DEV638c254c,IN,False,False,0
EVT4998ef25-e,CUST00279,2026-06-25 00:48:22,login,DEV63ce0666,IN,True,False,0
EVT3948fe22-0,CUST00165,2026-06-25 00:48:31,otp_request,DEV28c13091,IN,False,False,0
EVT426cd241-2,CUST00002,2026-06-25 00:55:15,login,DEVf60ad0a3,IN,True,False,0
EVT380cc838-2,CUST00536,2026-06-25 00:55:26,login,DEVcb08587d,IN,False,False,0
EVTe13f8740-b,CUST00496,2026-06-25 01:15:27,login,DEVf065c817,IN,False,False,0
EVT16ac92bb-f,CUST00063,2026-06-25 01:23:44,login,DEV926730dc,IN,True,False,0
EVTa6685e80-f,CUST00523,2026-06-25 01:46:30,login,DEV38b77c07,IN,False,False,0
EVT2f191516-5,CUST00308,2026-06-25 02:00:54,login,DEV5a104129,IN,False,False,0
EVTfba6abf7-c,CUST00030,2026-06-25 02:16:51,session_start,DEVb02b61c4,IN,False,False,0
EVTcdbbbc7a-a,CUST00318,2026-06-25 02:24:18,login,DEVa18abfa8,IN,True,False,0
EVTf5530567-0,CUST00337,2026-06-25 02:27:20,login,DEVf5c9b047,IN,False,False,0
EVT8bbf1b30-9,CUST00376,2026-06-25 02:42:42,login,DEVd32e6dcd,IN,False,False,1
EVTaf7d7f21-1,CUST00344,2026-06-25 02:42:58,device_registration,DEV48603b32,IN,False,False,0
EVTcff716ad-b,CUST00592,2026-06-25 02:44:35,login,DEV2c1fd0db,VN,True,True,4
EVT9e47a339-c,CUST00211,2026-06-25 02:57:44,otp_request,DEV624c69b6,IN,False,False,0
EVT17c95aaa-2,CUST00339,2026-06-25 03:10:00,login,DEV43bfd931,IN,False,False,0
EVTfbda05ae-b,CUST00519,2026-06-25 03:54:00,login,DEV20733f6d,IN,False,False,0
EVT93423b4f-8,CUST00393,2026-06-25 03:57:03,login,DEV74eff545,IN,False,False,0
EVT9feefdff-c,CUST00010,2026-06-25 04:08:40,login,DEV6c307511,IN,False,False,0
EVTe27bb6c4-4,CUST00430,2026-06-25 04:25:52,login,DEV2a96e1e2,IN,False,False,0
EVT57d3ec63-e,CUST00586,2026-06-25 04:39:41,login,DEV1eb74b56,IN,False,False,0
EVT1b37ef19-b,CUST00194,2026-06-25 04:51:39,login,DEVbf85bf0e,IN,False,False,0
EVT4b4ef503-f,CUST00198,2026-06-25 04:57:47,otp_request,DEV9b4e2c24,IN,False,False,0
EVT98874bfe-c,CUST00057,2026-06-25 05:03:52,login,DEVa013ac6e,IN,False,False,0
EVT1e6773d7-f,CUST00503,2026-06-25 05:28:44,login,DEVf2f25eef,IN,False,False,0
EVT9425fc3a-6,CUST00399,2026-06-25 05:35:10,login,DEV00a81de9,IN,False,False,0
EVTb4522738-e,CUST00475,2026-06-25 05:36:25,session_start,DEV65bcc272,IN,False,False,0
EVTae1455f4-d,CUST00514,2026-06-25 05:37:05,login,DEV8a4b8f7c,IN,False,False,0
EVT36308a60-1,CUST00372,2026-06-25 05:45:32,login,DEV668409e3,IN,False,False,0
EVT47c68688-e,CUST00082,2026-06-25 05:46:53,login,DEV839fbc50,IN,False,False,0
EVT6bd95a4f-3,CUST00231,2026-06-25 05:52:02,login,DEV1192e4dc,IN,True,False,0
EVT66fba71d-b,CUST00121,2026-06-25 06:01:17,otp_request,DEV42c18a62,IN,False,False,0
EVT22538040-7,CUST00307,2026-06-25 06:07:51,session_start,DEVff233d5f,IN,False,False,0
EVT13325c31-d,CUST00138,2026-06-25 06:14:49,login,DEV27cb6f2a,IN,False,False,0
EVT076451d3-2,CUST00467,2026-06-25 06:31:34,login,DEV5da8d6d2,IN,False,False,0
EVTed56c714-5,CUST00323,2026-06-25 07:11:01,login,DEV48ca7651,IN,False,False,0
EVT69b6f3b7-f,CUST00359,2026-06-25 07:17:50,login,DEV069f14f1,IN,False,False,0
EVT61935990-a,CUST00069,2026-06-25 07:27:00,device_registration,DEVa8e56e0c,IN,False,False,0
EVT932df381-3,CUST00575,2026-06-25 07:44:16,login,DEV68f06068,BR,True,True,2
EVTcf0e6d2b-3,CUST00054,2026-06-25 07:51:31,login,DEVb8db0672,IN,False,False,0
EVTe797f3ae-0,CUST00375,2026-06-25 07:54:37,login,DEVc5c5b37a,IN,False,False,1
EVT96053035-6,CUST00145,2026-06-25 08:00:08,session_start,DEV217d65a0,IN,False,False,0
EVT7caa281b-4,CUST00223,2026-06-25 09:15:44,login,DEV6d3ee1dc,IN,False,False,0
EVTc521ff2e-f,CUST00306,2026-06-25 09:17:24,otp_request,DEV8db06746,IN,False,False,0
EVTcab21438-8,CUST00568,2026-06-25 09:29:55,session_start,DEVbdb025ff,IN,False,False,0
EVTd8feb8de-6,CUST00348,2026-06-25 10:13:22,login,DEV32a447b2,IN,False,False,0
EVTbcda835f-7,CUST00398,2026-06-25 10:16:29,login,DEVc9a7d91f,IN,False,False,0
EVT987593c3-2,CUST00359,2026-06-25 10:22:01,login,DEV069f14f1,IN,False,False,0
EVT223bd9be-b,CUST00517,2026-06-25 10:40:55,login,DEVc9d6a63b,IN,False,False,0
EVT2f7e6184-2,CUST00235,2026-06-25 10:49:58,login,DEVd516f81c,IN,True,False,0
EVT6e9c92ba-b,CUST00557,2026-06-25 10:57:14,login,DEV8e676a01,IN,False,False,0
EVT869d4cb7-b,CUST00456,2026-06-25 11:14:42,login,DEV3ae909fe,IN,False,False,0
EVT5415c636-9,CUST00517,2026-06-25 11:16:15,session_start,DEVc9d6a63b,IN,False,False,0
EVT7f53d344-a,CUST00168,2026-06-25 11:17:08,device_registration,DEVeb1fa9f2,IN,False,False,0
EVTf5159494-3,CUST00056,2026-06-25 11:42:54,login,DEV81f76d1c,IN,False,False,0
EVTad3053ce-a,CUST00426,2026-06-25 12:09:47,session_start,DEVaf34cf65,IN,False,False,0
EVTbbc99473-4,CUST00223,2026-06-25 12:25:07,login,DEV6d3ee1dc,IN,False,False,0
EVT493e904d-3,CUST00021,2026-06-25 12:30:06,login,DEVfc377a4c,IN,False,False,0
EVT37b71c72-b,CUST00552,2026-06-25 12:52:14,login,DEV8735b2bb,IN,True,False,0
EVT46e1ee40-d,CUST00168,2026-06-25 12:56:15,login,DEVeb1fa9f2,IN,False,False,1
EVTe53e5f4c-6,CUST00166,2026-06-25 13:04:07,otp_request,DEV61ee411a,IN,False,False,0
EVT913a1734-c,CUST00220,2026-06-25 13:09:23,login,DEV8f15ba58,IN,False,False,0
EVT7e63f654-5,CUST00425,2026-06-25 13:26:09,login,DEV9e11d2cd,IN,False,False,0
EVT0fc98d2e-0,CUST00137,2026-06-25 13:39:28,login,DEVe3c43657,IN,False,False,0
EVTf7aeede8-0,CUST00370,2026-06-25 13:45:39,login,DEV292bd156,IN,False,False,0
EVTc4ea4ece-6,CUST00224,2026-06-25 13:59:08,login,DEV722764e6,IN,False,False,0
EVT6f5aad52-9,CUST00266,2026-06-25 14:02:48,login,DEV770c7798,IN,False,False,0
EVT05cf079e-a,CUST00397,2026-06-25 14:02:54,login,DEVdabac50d,IN,False,False,0
EVT47a2a10b-b,CUST00131,2026-06-25 14:14:11,login,DEV702cdd20,IN,False,False,0
EVTaf80ccb1-6,CUST00104,2026-06-25 14:28:14,login,DEV477ab887,IN,True,False,0
EVT9136d4ad-f,CUST00456,2026-06-25 14:57:30,login,DEV3ae909fe,IN,False,False,0
EVTc1204784-5,CUST00273,2026-06-25 15:05:48,login,DEVdb0dc10e,IN,True,False,0
EVT9594eea8-4,CUST00501,2026-06-25 15:18:00,login,DEVa5135ea0,IN,False,False,0
EVT3799a376-7,CUST00271,2026-06-25 15:18:29,session_start,DEVedcb8cb6,IN,False,False,0
EVT2024c407-3,CUST00570,2026-06-25 15:31:17,session_start,DEV604e46cb,IN,False,False,0
EVTeb45bc38-9,CUST00313,2026-06-25 15:31:56,login,DEVbd1531c8,IN,False,False,0
EVT42067d80-d,CUST00414,2026-06-25 15:42:04,login,DEV19b17e80,IN,False,False,0
EVT734eab10-8,CUST00380,2026-06-25 16:13:31,login,DEV71299889,IN,False,False,0
EVT09360f02-7,CUST00430,2026-06-25 16:44:14,login,DEV2a96e1e2,IN,False,False,0
EVT9b792afa-2,CUST00152,2026-06-25 17:10:21,session_start,DEV0ab54bde,IN,False,False,0
EVT334477eb-5,CUST00427,2026-06-25 17:12:50,login,DEV3a3c8a71,IN,False,False,0
EVT1b67f7bb-3,CUST00281,2026-06-25 17:20:51,login,DEV033d2bce,IN,False,False,0
EVT702b7014-a,CUST00187,2026-06-25 17:23:37,otp_request,DEVf2e9702d,IN,False,False,0
EVTf165d779-0,CUST00086,2026-06-25 17:31:11,login,DEV7914c120,IN,False,False,0
EVT83c5c510-0,CUST00394,2026-06-25 17:33:40,login,DEV30cbd755,IN,False,False,0
EVT2ff3cde4-6,CUST00019,2026-06-25 17:36:33,login,DEV3139d32c,IN,False,False,0
EVT57bcad3a-d,CUST00186,2026-06-25 17:55:37,login,DEV3270e4fa,IN,False,False,0
EVT1da76d69-8,CUST00335,2026-06-25 18:02:25,password_reset,DEV96a9954f,IN,False,False,0
EVT724c5cd0-0,CUST00580,2026-06-25 18:17:29,login,DEV93231668,IN,True,False,0
EVT0c880714-8,CUST00136,2026-06-25 18:39:05,login,DEVe0ccedc5,IN,False,False,0
